MXFI3W, G, 0, -inf, -inf, inf
3DEXI7, R, 3, 2, -5, 1
15RP8U, R, 4, 1, -5, 1
3DEXI7, R, 3, 1, -5, 1
3BGDX9, R, 4, 1, -5, 1
3DEXI7, R, 3, 1, -5, 1
DDQ3KD, B, 4, 2, -5, 1
3DEXI7, R, 3, 1, -5, 1
FOQ0EN, B, 4, 2, -5, 1
3DEXI7, R, 3, 1, -5, 1
FOQ0EN, R, 4, 1, -5, 1
3DEXI7, R, 3, 1, -5, 1
I7NJQU, B, 4, 2, -5, 1
3DEXI7, R, 3, 1, -5, 1
I7NJQU, R, 4, 1, -5, 1
3DEXI7, R, 3, 1, -5, 1
PLUABQ, B, 4, 2, -5, 1
3DEXI7, R, 3, 1, -5, 1
PLUABQ, G, 4, -10, -5, 1
3DEXI7, R, 3, -10, -5, 1
328VUA, G, 2, -10, -5, 1
DDQ3KD, B, 3, inf, -5, 1
15RP8U, B, 4, 1, -5, 1
DDQ3KD, B, 3, 1, -5, 1
15RP8U, R, 4, 0, -5, 1
DDQ3KD, B, 3, 0, -5, 0
3BGDX9, R, 4, 0, -5, 0
DDQ3KD, B, 3, 0, -5, 0
3DEXI7, B, 4, 1, -5, 0
DDQ3KD, B, 3, 0, -5, 0
3DEXI7, R, 4, 0, -5, 0
DDQ3KD, B, 3, 0, -5, 0
6ZHWP4, G, 4, -11, -5, 0
DDQ3KD, B, 3, -11, -5, 0
328VUA, G, 2, -10, -5, 1
FOQ0EN, B, 3, inf, -5, 1
15RP8U, B, 4, 1, -5, 1
FOQ0EN, B, 3, 1, -5, 1
15RP8U, R, 4, 0, -5, 1
FOQ0EN, B, 3, 0, -5, 0
3BGDX9, R, 4, 0, -5, 0
FOQ0EN, B, 3, 0, -5, 0
3DEXI7, B, 4, 1, -5, 0
FOQ0EN, B, 3, 0, -5, 0
3DEXI7, R, 4, 0, -5, 0
FOQ0EN, B, 3, 0, -5, 0
DDQ3KD, B, 4, 1, -5, 0
FOQ0EN, B, 3, 0, -5, 0
I7NJQU, B, 4, 1, -5, 0
FOQ0EN, B, 3, 0, -5, 0
I7NJQU, R, 4, 0, -5, 0
FOQ0EN, B, 3, 0, -5, 0
PLUABQ, B, 4, 1, -5, 0
FOQ0EN, B, 3, 0, -5, 0
PLUABQ, G, 4, -11, -5, 0
FOQ0EN, B, 3, -11, -5, 0
328VUA, G, 2, -10, -5, 1
FOQ0EN, R, 3, inf, -5, 1
15RP8U, B, 4, 2, -5, 1
FOQ0EN, R, 3, 2, -5, 1
15RP8U, R, 4, 1, -5, 1
FOQ0EN, R, 3, 1, -5, 1
3DEXI7, B, 4, 2, -5, 1
FOQ0EN, R, 3, 1, -5, 1
3DEXI7, R, 4, 1, -5, 1
FOQ0EN, R, 3, 1, -5, 1
DDQ3KD, B, 4, 2, -5, 1
FOQ0EN, R, 3, 1, -5, 1
I7NJQU, B, 4, 2, -5, 1
FOQ0EN, R, 3, 1, -5, 1
I7NJQU, R, 4, 1, -5, 1
FOQ0EN, R, 3, 1, -5, 1
PLUABQ, B, 4, 2, -5, 1
FOQ0EN, R, 3, 1, -5, 1
PLUABQ, G, 4, -10, -5, 1
FOQ0EN, R, 3, -10, -5, 1
328VUA, G, 2, -10, -5, 1
I7NJQU, B, 3, inf, -5, 1
15RP8U, R, 4, 0, -5, 1
I7NJQU, B, 3, 0, -5, 0
3BGDX9, R, 4, 0, -5, 0
I7NJQU, B, 3, 0, -5, 0
3DEXI7, B, 4, 1, -5, 0
I7NJQU, B, 3, 0, -5, 0
3DEXI7, R, 4, 0, -5, 0
I7NJQU, B, 3, 0, -5, 0
FOQ0EN, B, 4, 1, -5, 0
I7NJQU, B, 3, 0, -5, 0
FOQ0EN, R, 4, 0, -5, 0
I7NJQU, B, 3, 0, -5, 0
PLUABQ, B, 4, 1, -5, 0
I7NJQU, B, 3, 0, -5, 0
PLUABQ, G, 4, -11, -5, 0
I7NJQU, B, 3, -11, -5, 0
328VUA, G, 2, -10, -5, 1
I7NJQU, R, 3, inf, -5, 1
15RP8U, B, 4, 2, -5, 1
I7NJQU, R, 3, 2, -5, 1
3BGDX9, R, 4, 1, -5, 1
I7NJQU, R, 3, 1, -5, 1
3DEXI7, B, 4, 2, -5, 1
I7NJQU, R, 3, 1, -5, 1
3DEXI7, R, 4, 1, -5, 1
I7NJQU, R, 3, 1, -5, 1
DDQ3KD, B, 4, 2, -5, 1
I7NJQU, R, 3, 1, -5, 1
FOQ0EN, B, 4, 2, -5, 1
I7NJQU, R, 3, 1, -5, 1
FOQ0EN, R, 4, 1, -5, 1
I7NJQU, R, 3, 1, -5, 1
PLUABQ, B, 4, 2, -5, 1
I7NJQU, R, 3, 1, -5, 1
PLUABQ, G, 4, -10, -5, 1
I7NJQU, R, 3, -10, -5, 1
328VUA, G, 2, -10, -5, 1
PLUABQ, B, 3, inf, -5, 1
15RP8U, B, 4, 1, -5, 1
PLUABQ, B, 3, 1, -5, 1
15RP8U, R, 4, 0, -5, 1
PLUABQ, B, 3, 0, -5, 0
3BGDX9, R, 4, 0, -5, 0
PLUABQ, B, 3, 0, -5, 0
3DEXI7, B, 4, 1, -5, 0
PLUABQ, B, 3, 0, -5, 0
3DEXI7, R, 4, 0, -5, 0
PLUABQ, B, 3, 0, -5, 0
DDQ3KD, B, 4, 1, -5, 0
PLUABQ, B, 3, 0, -5, 0
FOQ0EN, B, 4, 1, -5, 0
PLUABQ, B, 3, 0, -5, 0
FOQ0EN, R, 4, 0, -5, 0
PLUABQ, B, 3, 0, -5, 0
I7NJQU, B, 4, 1, -5, 0
PLUABQ, B, 3, 0, -5, 0
I7NJQU, R, 4, 0, -5, 0
PLUABQ, B, 3, 0, -5, 0
LHSFBP, G, 4, -11, -5, 0
PLUABQ, B, 3, -11, -5, 0
328VUA, G, 2, -10, -5, 1
PLUABQ, G, 3, inf, -5, 1
15RP8U, B, 4, -5, -5, 1
PLUABQ, G, 3, -5, -5, 1
328VUA, G, 2, -5, -5, 1
QDXVF0, B, 3, inf, -5, 1
15RP8U, B, 4, 1, -5, 1
QDXVF0, B, 3, 1, -5, 1
15RP8U, R, 4, 0, -5, 1
QDXVF0, B, 3, 0, -5, 0
3BGDX9, R, 4, 0, -5, 0
QDXVF0, B, 3, 0, -5, 0
3DEXI7, B, 4, 1, -5, 0
QDXVF0, B, 3, 0, -5, 0
3DEXI7, R, 4, 0, -5, 0
QDXVF0, B, 3, 0, -5, 0
9YZSQ5, G, 4, -11, -5, 0
QDXVF0, B, 3, -11, -5, 0
328VUA, G, 2, -5, -5, 1
QDXVF0, G, 3, inf, -5, 1
15RP8U, B, 4, -5, -5, 1
QDXVF0, G, 3, -5, -5, 1
328VUA, G, 2, -5, -5, 1
XIMKGA, B, 3, inf, -5, 1
15RP8U, B, 4, 1, -5, 1
XIMKGA, B, 3, 1, -5, 1
15RP8U, R, 4, 0, -5, 1
XIMKGA, B, 3, 0, -5, 0
3BGDX9, R, 4, 0, -5, 0
XIMKGA, B, 3, 0, -5, 0
3DEXI7, B, 4, 1, -5, 0
XIMKGA, B, 3, 0, -5, 0
3DEXI7, R, 4, 0, -5, 0
XIMKGA, B, 3, 0, -5, 0
C6RXPH, G, 4, -11, -5, 0
XIMKGA, B, 3, -11, -5, 0
328VUA, G, 2, -5, -5, 1
XIMKGA, R, 3, inf, -5, 1
15RP8U, B, 4, 2, -5, 1
XIMKGA, R, 3, 2, -5, 1
15RP8U, R, 4, 1, -5, 1
XIMKGA, R, 3, 1, -5, 1
3BGDX9, R, 4, 1, -5, 1
XIMKGA, R, 3, 1, -5, 1
3DEXI7, B, 4, 2, -5, 1
XIMKGA, R, 3, 1, -5, 1
3DEXI7, R, 4, 1, -5, 1
XIMKGA, R, 3, 1, -5, 1
C6RXPH, B, 4, 2, -5, 1
XIMKGA, R, 3, 1, -5, 1
C6RXPH, G, 4, -10, -5, 1
XIMKGA, R, 3, -10, -5, 1
328VUA, G, 2, -5, -5, 1
RRCAVS, B, 1, -5, -5, 1
MXFI3W, G, 0, -5, -5, inf
RRCAVS, R, 1, inf, -5, inf
15RP8U, B, 2, -inf, -5, inf
328VUA, B, 3, inf, -5, inf
3BGDX9, G, 4, 2, -5, inf
328VUA, B, 3, 2, -5, 2
3DEXI7, G, 4, 2, -5, 2
328VUA, B, 3, 2, -5, 2
3DEXI7, R, 4, 13, -5, 2
328VUA, B, 3, 2, -5, 2
CU7BOC, G, 4, 2, -5, 2
328VUA, B, 3, 2, -5, 2
CU7BOC, R, 4, 13, -5, 2
328VUA, B, 3, 2, -5, 2
DDQ3KD, B, 4, 14, -5, 2
328VUA, B, 3, 2, -5, 2
FOQ0EN, B, 4, 14, -5, 2
328VUA, B, 3, 2, -5, 2
FOQ0EN, R, 4, 13, -5, 2
328VUA, B, 3, 2, -5, 2
I7NJQU, G, 4, 2, -5, 2
328VUA, B, 3, 2, -5, 2
I7NJQU, R, 4, 13, -5, 2
328VUA, B, 3, 2, -5, 2
LHSFBP, G, 4, 2, -5, 2
328VUA, B, 3, 2, -5, 2
LHSFBP, R, 4, 13, -5, 2
328VUA, B, 3, 2, -5, 2
OQP6DR, B, 4, 14, -5, 2
328VUA, B, 3, 2, -5, 2
PLUABQ, B, 4, 14, -5, 2
328VUA, B, 3, 2, -5, 2
PLUABQ, G, 4, 2, -5, 2
328VUA, B, 3, 2, -5, 2
QDXVF0, B, 4, 14, -5, 2
328VUA, B, 3, 2, -5, 2
QDXVF0, G, 4, 2, -5, 2
328VUA, B, 3, 2, -5, 2
QZ8R48, G, 4, 2, -5, 2
328VUA, B, 3, 2, -5, 2
QZ8R48, R, 4, 13, -5, 2
328VUA, B, 3, 2, -5, 2
XIMKGA, B, 4, 14, -5, 2
328VUA, B, 3, 2, -5, 2
XIMKGA, R, 4, 13, -5, 2
328VUA, B, 3, 2, -5, 2
ZJDOS9, G, 4, 2, -5, 2
328VUA, B, 3, 2, -5, 2
ZJDOS9, R, 4, 13, -5, 2
328VUA, B, 3, 2, -5, 2
15RP8U, B, 2, 2, 2, inf
328VUA, G, 3, inf, 2, inf
3BGDX9, B, 4, 8, 2, inf
328VUA, G, 3, 8, 2, 8
3DEXI7, B, 4, 8, 2, 8
328VUA, G, 3, 8, 2, 8
3DEXI7, R, 4, 7, 2, 8
328VUA, G, 3, 7, 2, 7
CU7BOC, G, 4, -4, 2, 7
328VUA, G, 3, -4, 2, 7
15RP8U, B, 2, 2, 2, inf
3BGDX9, B, 3, inf, 2, inf
328VUA, G, 4, 2, 2, inf
3BGDX9, B, 3, 2, 2, inf
15RP8U, B, 2, 2, 2, inf
3BGDX9, G, 3, inf, 2, inf
328VUA, B, 4, 8, 2, inf
3BGDX9, G, 3, 8, 2, 8
CU7BOC, G, 4, -4, 2, 8
3BGDX9, G, 3, -4, 2, 8
15RP8U, B, 2, 2, 2, inf
CU7BOC, G, 3, inf, 2, inf
328VUA, B, 4, 8, 2, inf
CU7BOC, G, 3, 8, 2, 8
328VUA, G, 4, -4, 2, 8
CU7BOC, G, 3, -4, 2, 8
15RP8U, B, 2, 2, 2, inf
CU7BOC, R, 3, inf, 2, inf
328VUA, B, 4, 15, 2, inf
CU7BOC, R, 3, 15, 2, 15
328VUA, G, 4, 3, 2, 15
CU7BOC, R, 3, 3, 2, 3
3BGDX9, B, 4, 15, 2, 3
CU7BOC, R, 3, 3, 2, 3
3BGDX9, G, 4, 3, 2, 3
CU7BOC, R, 3, 3, 2, 3
9YZSQ5, B, 4, 15, 2, 3
CU7BOC, R, 3, 3, 2, 3
9YZSQ5, G, 4, 3, 2, 3
CU7BOC, R, 3, 3, 2, 3
C6RXPH, B, 4, 15, 2, 3
CU7BOC, R, 3, 3, 2, 3
C6RXPH, G, 4, 3, 2, 3
CU7BOC, R, 3, 3, 2, 3
DDQ3KD, B, 4, 15, 2, 3
CU7BOC, R, 3, 3, 2, 3
FOQ0EN, B, 4, 15, 2, 3
CU7BOC, R, 3, 3, 2, 3
FOQ0EN, R, 4, 14, 2, 3
CU7BOC, R, 3, 3, 2, 3
I7NJQU, G, 4, 3, 2, 3
CU7BOC, R, 3, 3, 2, 3
I7NJQU, R, 4, 14, 2, 3
CU7BOC, R, 3, 3, 2, 3
LHSFBP, G, 4, 3, 2, 3
CU7BOC, R, 3, 3, 2, 3
LHSFBP, R, 4, 14, 2, 3
CU7BOC, R, 3, 3, 2, 3
N1JZCU, B, 4, 15, 2, 3
CU7BOC, R, 3, 3, 2, 3
N1JZCU, G, 4, 3, 2, 3
CU7BOC, R, 3, 3, 2, 3
OQP6DR, B, 4, 15, 2, 3
CU7BOC, R, 3, 3, 2, 3
PLUABQ, B, 4, 15, 2, 3
CU7BOC, R, 3, 3, 2, 3
PLUABQ, G, 4, 3, 2, 3
CU7BOC, R, 3, 3, 2, 3
QDXVF0, B, 4, 15, 2, 3
CU7BOC, R, 3, 3, 2, 3
QDXVF0, G, 4, 3, 2, 3
CU7BOC, R, 3, 3, 2, 3
QZ8R48, G, 4, 3, 2, 3
CU7BOC, R, 3, 3, 2, 3
QZ8R48, R, 4, 14, 2, 3
CU7BOC, R, 3, 3, 2, 3
U9APRV, B, 4, 15, 2, 3
CU7BOC, R, 3, 3, 2, 3
U9APRV, G, 4, 3, 2, 3
CU7BOC, R, 3, 3, 2, 3
XIMKGA, B, 4, 15, 2, 3
CU7BOC, R, 3, 3, 2, 3
XIMKGA, R, 4, 14, 2, 3
CU7BOC, R, 3, 3, 2, 3
ZJDOS9, G, 4, 3, 2, 3
CU7BOC, R, 3, 3, 2, 3
ZJDOS9, R, 4, 14, 2, 3
CU7BOC, R, 3, 3, 2, 3
15RP8U, B, 2, 3, 3, inf
DDQ3KD, B, 3, inf, 3, inf
328VUA, B, 4, 14, 3, inf
DDQ3KD, B, 3, 14, 3, 14
328VUA, G, 4, 2, 3, 14
DDQ3KD, B, 3, 2, 3, 14
15RP8U, B, 2, 3, 3, inf
FOQ0EN, B, 3, inf, 3, inf
328VUA, B, 4, 14, 3, inf
FOQ0EN, B, 3, 14, 3, 14
328VUA, G, 4, 2, 3, 14
FOQ0EN, B, 3, 2, 3, 14
15RP8U, B, 2, 3, 3, inf
FOQ0EN, R, 3, inf, 3, inf
328VUA, B, 4, 15, 3, inf
FOQ0EN, R, 3, 15, 3, 15
328VUA, G, 4, 3, 3, 15
FOQ0EN, R, 3, 3, 3, 15
15RP8U, B, 2, 3, 3, inf
I7NJQU, G, 3, inf, 3, inf
328VUA, B, 4, 8, 3, inf
I7NJQU, G, 3, 8, 3, 8
3BGDX9, B, 4, 8, 3, 8
I7NJQU, G, 3, 8, 3, 8
3BGDX9, G, 4, -4, 3, 8
I7NJQU, G, 3, -4, 3, 8
15RP8U, B, 2, 3, 3, inf
I7NJQU, R, 3, inf, 3, inf
328VUA, B, 4, 15, 3, inf
I7NJQU, R, 3, 15, 3, 15
328VUA, G, 4, 3, 3, 15
I7NJQU, R, 3, 3, 3, 15
15RP8U, B, 2, 3, 3, inf
LHSFBP, G, 3, inf, 3, inf
328VUA, B, 4, 8, 3, inf
LHSFBP, G, 3, 8, 3, 8
328VUA, G, 4, -4, 3, 8
LHSFBP, G, 3, -4, 3, 8
15RP8U, B, 2, 3, 3, inf
LHSFBP, R, 3, inf, 3, inf
328VUA, B, 4, 15, 3, inf
LHSFBP, R, 3, 15, 3, 15
328VUA, G, 4, 3, 3, 15
LHSFBP, R, 3, 3, 3, 15
15RP8U, B, 2, 3, 3, inf
OQP6DR, B, 3, inf, 3, inf
328VUA, B, 4, 14, 3, inf
OQP6DR, B, 3, 14, 3, 14
328VUA, G, 4, 2, 3, 14
OQP6DR, B, 3, 2, 3, 14
15RP8U, B, 2, 3, 3, inf
PLUABQ, B, 3, inf, 3, inf
328VUA, B, 4, 14, 3, inf
PLUABQ, B, 3, 14, 3, 14
328VUA, G, 4, 2, 3, 14
PLUABQ, B, 3, 2, 3, 14
15RP8U, B, 2, 3, 3, inf
PLUABQ, G, 3, inf, 3, inf
328VUA, B, 4, 8, 3, inf
PLUABQ, G, 3, 8, 3, 8
328VUA, G, 4, -4, 3, 8
PLUABQ, G, 3, -4, 3, 8
15RP8U, B, 2, 3, 3, inf
QDXVF0, B, 3, inf, 3, inf
328VUA, B, 4, 14, 3, inf
QDXVF0, B, 3, 14, 3, 14
328VUA, G, 4, 2, 3, 14
QDXVF0, B, 3, 2, 3, 14
15RP8U, B, 2, 3, 3, inf
QDXVF0, G, 3, inf, 3, inf
328VUA, B, 4, 8, 3, inf
QDXVF0, G, 3, 8, 3, 8
328VUA, G, 4, -4, 3, 8
QDXVF0, G, 3, -4, 3, 8
15RP8U, B, 2, 3, 3, inf
QZ8R48, G, 3, inf, 3, inf
328VUA, B, 4, 8, 3, inf
QZ8R48, G, 3, 8, 3, 8
328VUA, G, 4, -4, 3, 8
QZ8R48, G, 3, -4, 3, 8
15RP8U, B, 2, 3, 3, inf
QZ8R48, R, 3, inf, 3, inf
328VUA, B, 4, 15, 3, inf
QZ8R48, R, 3, 15, 3, 15
328VUA, G, 4, 3, 3, 15
QZ8R48, R, 3, 3, 3, 15
15RP8U, B, 2, 3, 3, inf
XIMKGA, B, 3, inf, 3, inf
328VUA, B, 4, 14, 3, inf
XIMKGA, B, 3, 14, 3, 14
328VUA, G, 4, 2, 3, 14
XIMKGA, B, 3, 2, 3, 14
15RP8U, B, 2, 3, 3, inf
XIMKGA, R, 3, inf, 3, inf
328VUA, B, 4, 15, 3, inf
XIMKGA, R, 3, 15, 3, 15
328VUA, G, 4, 3, 3, 15
XIMKGA, R, 3, 3, 3, 15
15RP8U, B, 2, 3, 3, inf
ZJDOS9, G, 3, inf, 3, inf
328VUA, B, 4, 8, 3, inf
ZJDOS9, G, 3, 8, 3, 8
328VUA, G, 4, -4, 3, 8
ZJDOS9, G, 3, -4, 3, 8
15RP8U, B, 2, 3, 3, inf
ZJDOS9, R, 3, inf, 3, inf
328VUA, B, 4, 15, 3, inf
ZJDOS9, R, 3, 15, 3, 15
328VUA, G, 4, 3, 3, 15
ZJDOS9, R, 3, 3, 3, 15
15RP8U, B, 2, 3, 3, inf
RRCAVS, R, 1, 3, -5, 3
15RP8U, R, 2, -inf, -5, 3
328VUA, B, 3, inf, -5, 3
3BGDX9, G, 4, 1, -5, 3
328VUA, B, 3, 1, -5, 1
3DEXI7, G, 4, 1, -5, 1
328VUA, B, 3, 1, -5, 1
3DEXI7, R, 4, 12, -5, 1
328VUA, B, 3, 1, -5, 1
CU7BOC, B, 4, 13, -5, 1
328VUA, B, 3, 1, -5, 1
CU7BOC, G, 4, 1, -5, 1
328VUA, B, 3, 1, -5, 1
DDQ3KD, B, 4, 13, -5, 1
328VUA, B, 3, 1, -5, 1
FOQ0EN, B, 4, 13, -5, 1
328VUA, B, 3, 1, -5, 1
FOQ0EN, R, 4, 12, -5, 1
328VUA, B, 3, 1, -5, 1
I7NJQU, G, 4, 1, -5, 1
328VUA, B, 3, 1, -5, 1
LHSFBP, B, 4, 13, -5, 1
328VUA, B, 3, 1, -5, 1
LHSFBP, G, 4, 1, -5, 1
328VUA, B, 3, 1, -5, 1
OQP6DR, B, 4, 13, -5, 1
328VUA, B, 3, 1, -5, 1
PLUABQ, B, 4, 13, -5, 1
328VUA, B, 3, 1, -5, 1
PLUABQ, G, 4, 1, -5, 1
328VUA, B, 3, 1, -5, 1
QDXVF0, B, 4, 13, -5, 1
328VUA, B, 3, 1, -5, 1
QDXVF0, G, 4, 1, -5, 1
328VUA, B, 3, 1, -5, 1
QZ8R48, B, 4, 13, -5, 1
328VUA, B, 3, 1, -5, 1
QZ8R48, G, 4, 1, -5, 1
328VUA, B, 3, 1, -5, 1
XIMKGA, B, 4, 13, -5, 1
328VUA, B, 3, 1, -5, 1
XIMKGA, R, 4, 12, -5, 1
328VUA, B, 3, 1, -5, 1
ZJDOS9, B, 4, 13, -5, 1
328VUA, B, 3, 1, -5, 1
ZJDOS9, G, 4, 1, -5, 1
328VUA, B, 3, 1, -5, 1
15RP8U, R, 2, 1, 1, 3
328VUA, G, 3, inf, 1, 3
3BGDX9, B, 4, 7, 1, 3
328VUA, G, 3, 7, 1, 3
3DEXI7, B, 4, 7, 1, 3
328VUA, G, 3, 7, 1, 3
3DEXI7, R, 4, 6, 1, 3
328VUA, G, 3, 6, 1, 3
CU7BOC, B, 4, 7, 1, 3
328VUA, G, 3, 6, 1, 3
CU7BOC, G, 4, -5, 1, 3
328VUA, G, 3, -5, 1, 3
15RP8U, R, 2, 1, 1, 3
3BGDX9, B, 3, inf, 1, 3
328VUA, G, 4, 1, 1, 3
3BGDX9, B, 3, 1, 1, 3
15RP8U, R, 2, 1, 1, 3
3BGDX9, G, 3, inf, 1, 3
328VUA, B, 4, 7, 1, 3
3BGDX9, G, 3, 7, 1, 3
CU7BOC, B, 4, 7, 1, 3
3BGDX9, G, 3, 7, 1, 3
CU7BOC, G, 4, -5, 1, 3
3BGDX9, G, 3, -5, 1, 3
15RP8U, R, 2, 1, 1, 3
CU7BOC, B, 3, inf, 1, 3
328VUA, B, 4, 13, 1, 3
CU7BOC, B, 3, 13, 1, 3
328VUA, G, 4, 1, 1, 3
CU7BOC, B, 3, 1, 1, 3
15RP8U, R, 2, 1, 1, 3
CU7BOC, G, 3, inf, 1, 3
328VUA, B, 4, 7, 1, 3
CU7BOC, G, 3, 7, 1, 3
328VUA, G, 4, -5, 1, 3
CU7BOC, G, 3, -5, 1, 3
15RP8U, R, 2, 1, 1, 3
DDQ3KD, B, 3, inf, 1, 3
328VUA, B, 4, 13, 1, 3
DDQ3KD, B, 3, 13, 1, 3
328VUA, G, 4, 1, 1, 3
DDQ3KD, B, 3, 1, 1, 3
15RP8U, R, 2, 1, 1, 3
FOQ0EN, B, 3, inf, 1, 3
328VUA, B, 4, 13, 1, 3
FOQ0EN, B, 3, 13, 1, 3
328VUA, G, 4, 1, 1, 3
FOQ0EN, B, 3, 1, 1, 3
15RP8U, R, 2, 1, 1, 3
FOQ0EN, R, 3, inf, 1, 3
328VUA, B, 4, 14, 1, 3
FOQ0EN, R, 3, 14, 1, 3
328VUA, G, 4, 2, 1, 3
FOQ0EN, R, 3, 2, 1, 2
3BGDX9, B, 4, 14, 1, 2
FOQ0EN, R, 3, 2, 1, 2
3BGDX9, G, 4, 2, 1, 2
FOQ0EN, R, 3, 2, 1, 2
CU7BOC, B, 4, 14, 1, 2
FOQ0EN, R, 3, 2, 1, 2
CU7BOC, G, 4, 2, 1, 2
FOQ0EN, R, 3, 2, 1, 2
DDQ3KD, B, 4, 14, 1, 2
FOQ0EN, R, 3, 2, 1, 2
I7NJQU, B, 4, 14, 1, 2
FOQ0EN, R, 3, 2, 1, 2
I7NJQU, G, 4, 2, 1, 2
FOQ0EN, R, 3, 2, 1, 2
LHSFBP, B, 4, 14, 1, 2
FOQ0EN, R, 3, 2, 1, 2
LHSFBP, G, 4, 2, 1, 2
FOQ0EN, R, 3, 2, 1, 2
OQP6DR, B, 4, 14, 1, 2
FOQ0EN, R, 3, 2, 1, 2
PLUABQ, B, 4, 14, 1, 2
FOQ0EN, R, 3, 2, 1, 2
PLUABQ, G, 4, 2, 1, 2
FOQ0EN, R, 3, 2, 1, 2
QDXVF0, B, 4, 14, 1, 2
FOQ0EN, R, 3, 2, 1, 2
QDXVF0, G, 4, 2, 1, 2
FOQ0EN, R, 3, 2, 1, 2
QZ8R48, B, 4, 14, 1, 2
FOQ0EN, R, 3, 2, 1, 2
QZ8R48, G, 4, 2, 1, 2
FOQ0EN, R, 3, 2, 1, 2
XIMKGA, B, 4, 14, 1, 2
FOQ0EN, R, 3, 2, 1, 2
XIMKGA, R, 4, 13, 1, 2
FOQ0EN, R, 3, 2, 1, 2
ZJDOS9, B, 4, 14, 1, 2
FOQ0EN, R, 3, 2, 1, 2
ZJDOS9, G, 4, 2, 1, 2
FOQ0EN, R, 3, 2, 1, 2
15RP8U, R, 2, 2, 2, 3
I7NJQU, B, 3, inf, 2, 3
328VUA, G, 4, 1, 2, 3
I7NJQU, B, 3, 1, 2, 3
15RP8U, R, 2, 2, 2, 3
I7NJQU, G, 3, inf, 2, 3
328VUA, B, 4, 7, 2, 3
I7NJQU, G, 3, 7, 2, 3
3BGDX9, B, 4, 7, 2, 3
I7NJQU, G, 3, 7, 2, 3
3BGDX9, G, 4, -5, 2, 3
I7NJQU, G, 3, -5, 2, 3
15RP8U, R, 2, 2, 2, 3
LHSFBP, B, 3, inf, 2, 3
328VUA, B, 4, 13, 2, 3
LHSFBP, B, 3, 13, 2, 3
328VUA, G, 4, 1, 2, 3
LHSFBP, B, 3, 1, 2, 3
15RP8U, R, 2, 2, 2, 3
LHSFBP, G, 3, inf, 2, 3
328VUA, B, 4, 7, 2, 3
LHSFBP, G, 3, 7, 2, 3
328VUA, G, 4, -5, 2, 3
LHSFBP, G, 3, -5, 2, 3
15RP8U, R, 2, 2, 2, 3
OQP6DR, B, 3, inf, 2, 3
328VUA, B, 4, 13, 2, 3
OQP6DR, B, 3, 13, 2, 3
328VUA, G, 4, 1, 2, 3
OQP6DR, B, 3, 1, 2, 3
15RP8U, R, 2, 2, 2, 3
PLUABQ, B, 3, inf, 2, 3
328VUA, B, 4, 13, 2, 3
PLUABQ, B, 3, 13, 2, 3
328VUA, G, 4, 1, 2, 3
PLUABQ, B, 3, 1, 2, 3
15RP8U, R, 2, 2, 2, 3
PLUABQ, G, 3, inf, 2, 3
328VUA, B, 4, 7, 2, 3
PLUABQ, G, 3, 7, 2, 3
328VUA, G, 4, -5, 2, 3
PLUABQ, G, 3, -5, 2, 3
15RP8U, R, 2, 2, 2, 3
QDXVF0, B, 3, inf, 2, 3
328VUA, B, 4, 13, 2, 3
QDXVF0, B, 3, 13, 2, 3
328VUA, G, 4, 1, 2, 3
QDXVF0, B, 3, 1, 2, 3
15RP8U, R, 2, 2, 2, 3
QDXVF0, G, 3, inf, 2, 3
328VUA, B, 4, 7, 2, 3
QDXVF0, G, 3, 7, 2, 3
328VUA, G, 4, -5, 2, 3
QDXVF0, G, 3, -5, 2, 3
15RP8U, R, 2, 2, 2, 3
QZ8R48, B, 3, inf, 2, 3
328VUA, B, 4, 13, 2, 3
QZ8R48, B, 3, 13, 2, 3
328VUA, G, 4, 1, 2, 3
QZ8R48, B, 3, 1, 2, 3
15RP8U, R, 2, 2, 2, 3
QZ8R48, G, 3, inf, 2, 3
328VUA, B, 4, 7, 2, 3
QZ8R48, G, 3, 7, 2, 3
328VUA, G, 4, -5, 2, 3
QZ8R48, G, 3, -5, 2, 3
15RP8U, R, 2, 2, 2, 3
XIMKGA, B, 3, inf, 2, 3
328VUA, B, 4, 13, 2, 3
XIMKGA, B, 3, 13, 2, 3
328VUA, G, 4, 1, 2, 3
XIMKGA, B, 3, 1, 2, 3
15RP8U, R, 2, 2, 2, 3
XIMKGA, R, 3, inf, 2, 3
328VUA, B, 4, 14, 2, 3
XIMKGA, R, 3, 14, 2, 3
328VUA, G, 4, 2, 2, 3
XIMKGA, R, 3, 2, 2, 3
15RP8U, R, 2, 2, 2, 3
ZJDOS9, B, 3, inf, 2, 3
328VUA, B, 4, 13, 2, 3
ZJDOS9, B, 3, 13, 2, 3
328VUA, G, 4, 1, 2, 3
ZJDOS9, B, 3, 1, 2, 3
15RP8U, R, 2, 2, 2, 3
ZJDOS9, G, 3, inf, 2, 3
328VUA, B, 4, 7, 2, 3
ZJDOS9, G, 3, 7, 2, 3
328VUA, G, 4, -5, 2, 3
ZJDOS9, G, 3, -5, 2, 3
15RP8U, R, 2, 2, 2, 3
RRCAVS, R, 1, 2, -5, 2
328VUA, B, 2, -inf, -5, 2
15RP8U, B, 3, inf, -5, 2
3BGDX9, G, 4, 2, -5, 2
15RP8U, B, 3, 2, -5, 2
3DEXI7, G, 4, 2, -5, 2
